project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	41615c91-a592-40ed-8bc1-3dda5f2c8625	TCGA-E9-A1ND-11A	4bc60ae4-70ee-4338-9d68-ba546587ac1a	TCGA-E9-A1ND-11A-43	31023ae5-5917-4aac-950f-b5d8dd387c81	TCGA-E9-A1ND-11A-43R	1.8	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.4	7.2	UV Spec	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	41615c91-a592-40ed-8bc1-3dda5f2c8625	TCGA-E9-A1ND-11A	4bc60ae4-70ee-4338-9d68-ba546587ac1a	TCGA-E9-A1ND-11A-43	66c9a7cc-8db3-4c71-9c23-4954e19bc1b9	TCGA-E9-A1ND-11A-43D	1.98	'--	'--	DNA	D	'--	0.18	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	b41b1f04-226e-466c-b5e1-f61e45ad3210	TCGA-E9-A1ND-01A	6e8274b1-a548-4aa3-80a4-a11f724ba230	TCGA-E9-A1ND-01A-11	34c3e9b7-c434-4cc3-aa0e-060d6200238f	TCGA-E9-A1ND-01A-11D	1.88	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	b41b1f04-226e-466c-b5e1-f61e45ad3210	TCGA-E9-A1ND-01A	6e8274b1-a548-4aa3-80a4-a11f724ba230	TCGA-E9-A1ND-01A-11	91c4b76d-9d09-4f95-b528-93c2200ea082	TCGA-E9-A1ND-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	b41b1f04-226e-466c-b5e1-f61e45ad3210	TCGA-E9-A1ND-01A	6e8274b1-a548-4aa3-80a4-a11f724ba230	TCGA-E9-A1ND-01A-11	cbf86eac-cc53-4f65-b8ce-5f1e3e4984bd	TCGA-E9-A1ND-01A-11R	1.68	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.6	9.3	UV Spec	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	c50191b7-ee51-4c20-b1e1-7b8785d88dc3	TCGA-E9-A1ND-10A	b4338fc3-20a5-4673-8cbe-b6079ce3087c	TCGA-E9-A1ND-10A-01	256bdc5c-4000-488b-b3b3-a636e3705d7b	TCGA-E9-A1ND-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	TCGA-E9-A1ND	c50191b7-ee51-4c20-b1e1-7b8785d88dc3	TCGA-E9-A1ND-10A	b4338fc3-20a5-4673-8cbe-b6079ce3087c	TCGA-E9-A1ND-10A-01	74ae154e-d1ba-44f4-9d4f-a99123d7594a	TCGA-E9-A1ND-10A-01D	2.08	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d7308344-5bab-4073-bb4f-4d8cd8d7bd17	TCGA-E2-A159	2f3678e7-cadf-49f9-8397-16518994d78b	TCGA-E2-A159-10A	22302e79-8371-4c0b-a257-6f1296012acc	TCGA-E2-A159-10A-01	19c44c1f-bbe9-4268-a8fe-7d60c2063bb8	TCGA-E2-A159-10A-01D	1.95	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d7308344-5bab-4073-bb4f-4d8cd8d7bd17	TCGA-E2-A159	2f3678e7-cadf-49f9-8397-16518994d78b	TCGA-E2-A159-10A	22302e79-8371-4c0b-a257-6f1296012acc	TCGA-E2-A159-10A-01	ebafddd8-31ea-4480-9ba7-0ff3cac4f5e2	TCGA-E2-A159-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d7308344-5bab-4073-bb4f-4d8cd8d7bd17	TCGA-E2-A159	601e0a1b-309d-41c2-a7ba-a2282db846fa	TCGA-E2-A159-01A	ed2746c6-3115-48e2-a7a0-9129ab26a94e	TCGA-E2-A159-01A-11	3069b047-162d-4251-88db-dfc053535ae9	TCGA-E2-A159-01A-11D	1.97	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d7308344-5bab-4073-bb4f-4d8cd8d7bd17	TCGA-E2-A159	601e0a1b-309d-41c2-a7ba-a2282db846fa	TCGA-E2-A159-01A	ed2746c6-3115-48e2-a7a0-9129ab26a94e	TCGA-E2-A159-01A-11	9b73bd84-3675-45f0-bfd6-8024c7a37e57	TCGA-E2-A159-01A-11R	1.86	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	8.6	UV Spec	released	'--
TCGA-BRCA	d7308344-5bab-4073-bb4f-4d8cd8d7bd17	TCGA-E2-A159	601e0a1b-309d-41c2-a7ba-a2282db846fa	TCGA-E2-A159-01A	ed2746c6-3115-48e2-a7a0-9129ab26a94e	TCGA-E2-A159-01A-11	bbfe9ef1-758a-48de-b79f-cf13f2a9ca04	TCGA-E2-A159-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d7ce6b79-f7c0-481e-9dbd-6273f01c9786	TCGA-E2-A14Z	796d5940-c615-47a4-b8c4-cfb98e1fa830	TCGA-E2-A14Z-10A	bde2d0b9-012c-416b-881c-b8e9297e37da	TCGA-E2-A14Z-10A-01	923da9a7-2ebb-44ec-af0f-0f7ec89f6dfc	TCGA-E2-A14Z-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d7ce6b79-f7c0-481e-9dbd-6273f01c9786	TCGA-E2-A14Z	796d5940-c615-47a4-b8c4-cfb98e1fa830	TCGA-E2-A14Z-10A	bde2d0b9-012c-416b-881c-b8e9297e37da	TCGA-E2-A14Z-10A-01	e02a5a14-8fed-4ca7-8ac8-1fa3d8fc13cf	TCGA-E2-A14Z-10A-01D	1.95	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d7ce6b79-f7c0-481e-9dbd-6273f01c9786	TCGA-E2-A14Z	b9ae712b-823b-4ff8-bd1b-2eab4a2b5790	TCGA-E2-A14Z-01A	77bb7bc7-2688-4cf6-8c62-25ebe2aa6ce1	TCGA-E2-A14Z-01A-11	982ca127-90d0-4a2f-a769-826809cfbc7e	TCGA-E2-A14Z-01A-11D	2.0	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	d7ce6b79-f7c0-481e-9dbd-6273f01c9786	TCGA-E2-A14Z	b9ae712b-823b-4ff8-bd1b-2eab4a2b5790	TCGA-E2-A14Z-01A	77bb7bc7-2688-4cf6-8c62-25ebe2aa6ce1	TCGA-E2-A14Z-01A-11	afb55e7c-6bc7-4630-abc0-cc3bbec5f040	TCGA-E2-A14Z-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	d7ce6b79-f7c0-481e-9dbd-6273f01c9786	TCGA-E2-A14Z	b9ae712b-823b-4ff8-bd1b-2eab4a2b5790	TCGA-E2-A14Z-01A	77bb7bc7-2688-4cf6-8c62-25ebe2aa6ce1	TCGA-E2-A14Z-01A-11	d1e6c090-e820-4ec2-96ee-12352a983e7e	TCGA-E2-A14Z-01A-11R	1.88	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.5	9.0	UV Spec	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	18140097-dcf9-4882-baa9-5f6c93585c4b	TCGA-AC-A3OD-01B	0b5f179a-292b-4618-b3fe-b26067407a6b	TCGA-AC-A3OD-01B-06	bd9f70e1-c147-4642-af15-2e2063ef2a55	TCGA-AC-A3OD-01B-06D	'--	'--	'--	DNA	D	'--	0.17	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	18140097-dcf9-4882-baa9-5f6c93585c4b	TCGA-AC-A3OD-01B	0b5f179a-292b-4618-b3fe-b26067407a6b	TCGA-AC-A3OD-01B-06	ea1a1bd2-6965-4a0f-8e3d-017c9af1131f	TCGA-AC-A3OD-01B-06R	1.83	'--	'--	RNA	R	'--	0.17	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.05	2.6	UV Spec	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	37dad3ac-36c7-47e4-b61e-dabbb6897e42	TCGA-AC-A3OD-10A	eb86f4b1-5d8a-4fef-8de5-4f9e34b18b0f	TCGA-AC-A3OD-10A-01	7822d726-b1c2-4ebd-b1cb-d35b2eeb1800	TCGA-AC-A3OD-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	37dad3ac-36c7-47e4-b61e-dabbb6897e42	TCGA-AC-A3OD-10A	eb86f4b1-5d8a-4fef-8de5-4f9e34b18b0f	TCGA-AC-A3OD-10A-01	fbe0274c-2fe1-489a-9ced-682e5b37ea6f	TCGA-AC-A3OD-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	42c7e92b-6820-4562-9e32-a424a99a6cba	TCGA-AC-A3OD-01A	6d9045a3-40d0-43c7-a3bd-14c0fdaa384e	TCGA-AC-A3OD-01A-11	05033aed-0f9f-4240-b62b-87a1d2b0764d	TCGA-AC-A3OD-01A-11R	1.79	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.5	8.8	UV Spec	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	42c7e92b-6820-4562-9e32-a424a99a6cba	TCGA-AC-A3OD-01A	6d9045a3-40d0-43c7-a3bd-14c0fdaa384e	TCGA-AC-A3OD-01A-11	673fa418-1701-4b79-bbb4-bd77d252c2f6	TCGA-AC-A3OD-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	f2622cdb-ac92-42b3-a1ca-67e133c3dd4a	TCGA-AC-A3OD	42c7e92b-6820-4562-9e32-a424a99a6cba	TCGA-AC-A3OD-01A	6d9045a3-40d0-43c7-a3bd-14c0fdaa384e	TCGA-AC-A3OD-01A-11	beb39b5b-fea1-4d2d-9bb9-fe51886e27bb	TCGA-AC-A3OD-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	f2e28af9-c40e-41c4-9e82-205cca38f26a	TCGA-EW-A1P1	652c3b39-d1cb-42e8-98e1-2acb0011bd50	TCGA-EW-A1P1-01A	fbbd6f28-3a52-44e2-876c-1720aa844441	TCGA-EW-A1P1-01A-31	288e9e8d-923b-4c37-aba4-a92b747c84c0	TCGA-EW-A1P1-01A-31W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	f2e28af9-c40e-41c4-9e82-205cca38f26a	TCGA-EW-A1P1	652c3b39-d1cb-42e8-98e1-2acb0011bd50	TCGA-EW-A1P1-01A	fbbd6f28-3a52-44e2-876c-1720aa844441	TCGA-EW-A1P1-01A-31	413cdd81-2449-4958-8f8e-a13e517e62ad	TCGA-EW-A1P1-01A-31D	1.84	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	f2e28af9-c40e-41c4-9e82-205cca38f26a	TCGA-EW-A1P1	652c3b39-d1cb-42e8-98e1-2acb0011bd50	TCGA-EW-A1P1-01A	fbbd6f28-3a52-44e2-876c-1720aa844441	TCGA-EW-A1P1-01A-31	a787aeee-fc6c-42a8-b2a4-b003016b3e6a	TCGA-EW-A1P1-01A-31R	1.98	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.4	8.2	UV Spec	released	'--
TCGA-BRCA	f2e28af9-c40e-41c4-9e82-205cca38f26a	TCGA-EW-A1P1	c1b77d24-55fc-41b7-ae63-718205682f93	TCGA-EW-A1P1-10A	5ef5090f-9d9c-43ba-b7dd-d805d01e9dd1	TCGA-EW-A1P1-10A-01	00233ea4-04b9-44bc-aa0e-e96ea8abd136	TCGA-EW-A1P1-10A-01D	1.93	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	f2e28af9-c40e-41c4-9e82-205cca38f26a	TCGA-EW-A1P1	c1b77d24-55fc-41b7-ae63-718205682f93	TCGA-EW-A1P1-10A	5ef5090f-9d9c-43ba-b7dd-d805d01e9dd1	TCGA-EW-A1P1-10A-01	ed69eff7-03a7-47a0-ba5b-bb98cf05c42f	TCGA-EW-A1P1-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a76774fe-7298-4d68-a2b2-c1bad93f0c31	TCGA-GM-A2DL	52f6a636-9e5e-457c-9912-e7f4b6813e80	TCGA-GM-A2DL-10C	7da2be3d-183e-4fc8-b2fa-18540334e9dd	TCGA-GM-A2DL-10C-01	2cabe52a-e0a3-4411-9aad-86d8a9ed1dc4	TCGA-GM-A2DL-10C-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	a76774fe-7298-4d68-a2b2-c1bad93f0c31	TCGA-GM-A2DL	52f6a636-9e5e-457c-9912-e7f4b6813e80	TCGA-GM-A2DL-10C	7da2be3d-183e-4fc8-b2fa-18540334e9dd	TCGA-GM-A2DL-10C-01	604f52c5-d46f-45ab-b14b-376bc837b2b9	TCGA-GM-A2DL-10C-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a76774fe-7298-4d68-a2b2-c1bad93f0c31	TCGA-GM-A2DL	d6e981ee-1afc-4f84-a3be-e87e0d1460cd	TCGA-GM-A2DL-01A	073458d4-3f24-465a-8204-5766c6c28ff6	TCGA-GM-A2DL-01A-11	205634b2-7adc-4b67-a0bd-2a02b78124cd	TCGA-GM-A2DL-01A-11R	1.78	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.2	7.1	UV Spec	released	'--
TCGA-BRCA	a76774fe-7298-4d68-a2b2-c1bad93f0c31	TCGA-GM-A2DL	d6e981ee-1afc-4f84-a3be-e87e0d1460cd	TCGA-GM-A2DL-01A	073458d4-3f24-465a-8204-5766c6c28ff6	TCGA-GM-A2DL-01A-11	213677d1-bc08-4b85-a7db-a7385695f86a	TCGA-GM-A2DL-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	a76774fe-7298-4d68-a2b2-c1bad93f0c31	TCGA-GM-A2DL	d6e981ee-1afc-4f84-a3be-e87e0d1460cd	TCGA-GM-A2DL-01A	073458d4-3f24-465a-8204-5766c6c28ff6	TCGA-GM-A2DL-01A-11	36d0397d-6a99-46a6-9ec1-26b422d64a1b	TCGA-GM-A2DL-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	050ec96b-f110-429e-a138-4a41b38a24ae	TCGA-A8-A081-01A	b6d77803-df61-4665-a5fc-a4d006898a55	TCGA-A8-A081-01A-11	17e2a4d1-3a31-4aff-a55d-ac4e1881e5a7	TCGA-A8-A081-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	050ec96b-f110-429e-a138-4a41b38a24ae	TCGA-A8-A081-01A	b6d77803-df61-4665-a5fc-a4d006898a55	TCGA-A8-A081-01A-11	2cac04a7-ad9c-4535-9ec4-410d46deb8c1	TCGA-A8-A081-01A-11D	1.94	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	050ec96b-f110-429e-a138-4a41b38a24ae	TCGA-A8-A081-01A	b6d77803-df61-4665-a5fc-a4d006898a55	TCGA-A8-A081-01A-11	5609a682-be86-4662-b5c1-94515853841f	TCGA-A8-A081-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	050ec96b-f110-429e-a138-4a41b38a24ae	TCGA-A8-A081-01A	b6d77803-df61-4665-a5fc-a4d006898a55	TCGA-A8-A081-01A-11	f307c3ac-7537-49f8-b1ce-1bafb61a1d8f	TCGA-A8-A081-01A-11R	1.83	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.9	9.3	UV Spec	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	f5e0a905-720f-456c-a143-f2bd0fcd60dc	TCGA-A8-A081-10A	e69e7c23-3b7f-4edc-95e9-67206615c6d3	TCGA-A8-A081-10A-01	20414333-44a6-409f-993f-ed968285a7d4	TCGA-A8-A081-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	f5e0a905-720f-456c-a143-f2bd0fcd60dc	TCGA-A8-A081-10A	e69e7c23-3b7f-4edc-95e9-67206615c6d3	TCGA-A8-A081-10A-01	404e91af-8add-48e6-bc2d-c8ed6343f043	TCGA-A8-A081-10A-01D	1.93	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	TCGA-A8-A081	f5e0a905-720f-456c-a143-f2bd0fcd60dc	TCGA-A8-A081-10A	e69e7c23-3b7f-4edc-95e9-67206615c6d3	TCGA-A8-A081-10A-01	43fd41e5-940b-4c5c-8068-9680082422ce	TCGA-A8-A081-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	5b2a4f11-ca46-4974-9420-59b4820920bf	TCGA-AC-A62X	5aeef496-2885-42d7-802e-319b76bbe215	TCGA-AC-A62X-01A	3b6032ac-120b-42cc-96ae-626bac5d0e36	TCGA-AC-A62X-01A-11	2ad2fb3a-6a59-4eb5-9ed1-e699924608b9	TCGA-AC-A62X-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	5b2a4f11-ca46-4974-9420-59b4820920bf	TCGA-AC-A62X	5aeef496-2885-42d7-802e-319b76bbe215	TCGA-AC-A62X-01A	3b6032ac-120b-42cc-96ae-626bac5d0e36	TCGA-AC-A62X-01A-11	4b3bfba6-9451-408e-89de-4cf182511186	TCGA-AC-A62X-01A-11R	1.93	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.34	8.1	UV Spec	released	'--
TCGA-BRCA	5b2a4f11-ca46-4974-9420-59b4820920bf	TCGA-AC-A62X	5aeef496-2885-42d7-802e-319b76bbe215	TCGA-AC-A62X-01A	3b6032ac-120b-42cc-96ae-626bac5d0e36	TCGA-AC-A62X-01A-11	78af75c6-3cfa-4faa-a216-133be71d9a91	TCGA-AC-A62X-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	5b2a4f11-ca46-4974-9420-59b4820920bf	TCGA-AC-A62X	f90b5c0a-14f3-4dbd-a8a8-0d8e27de0585	TCGA-AC-A62X-10A	78f95ccd-e117-4a49-bbe2-8205cca1eab1	TCGA-AC-A62X-10A-01	0b482386-6b2c-476e-890a-a42cdac59e1a	TCGA-AC-A62X-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	5b2a4f11-ca46-4974-9420-59b4820920bf	TCGA-AC-A62X	f90b5c0a-14f3-4dbd-a8a8-0d8e27de0585	TCGA-AC-A62X-10A	78f95ccd-e117-4a49-bbe2-8205cca1eab1	TCGA-AC-A62X-10A-01	ec0c29e7-427b-4ee4-9f97-32bd23f809fb	TCGA-AC-A62X-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	4e3699da-4367-4a43-9d66-a117d3ad460d	TCGA-AN-A0XN	2ea40f1b-2646-4f2c-95f7-7bee8dce52c4	TCGA-AN-A0XN-10A	a50b862c-d3a6-40f8-9440-34f4f4a83c9c	TCGA-AN-A0XN-10A-01	51d37128-598b-4a03-828b-a78c1d84f953	TCGA-AN-A0XN-10A-01D	2.0	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	4e3699da-4367-4a43-9d66-a117d3ad460d	TCGA-AN-A0XN	2ea40f1b-2646-4f2c-95f7-7bee8dce52c4	TCGA-AN-A0XN-10A	a50b862c-d3a6-40f8-9440-34f4f4a83c9c	TCGA-AN-A0XN-10A-01	6dcdd626-ba8f-41a2-b292-f3e7b742d37f	TCGA-AN-A0XN-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	4e3699da-4367-4a43-9d66-a117d3ad460d	TCGA-AN-A0XN	41dc8345-7968-42b2-af20-8501b9d2223d	TCGA-AN-A0XN-01A	a3ac4aa0-5609-4c2e-9a7a-fc76b60964ff	TCGA-AN-A0XN-01A-21	465b86e1-b238-4650-b833-5cc8aa294df6	TCGA-AN-A0XN-01A-21D	2.0	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	4e3699da-4367-4a43-9d66-a117d3ad460d	TCGA-AN-A0XN	41dc8345-7968-42b2-af20-8501b9d2223d	TCGA-AN-A0XN-01A	a3ac4aa0-5609-4c2e-9a7a-fc76b60964ff	TCGA-AN-A0XN-01A-21	b06fd568-afce-486e-9966-2228ad7668b1	TCGA-AN-A0XN-01A-21X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	4e3699da-4367-4a43-9d66-a117d3ad460d	TCGA-AN-A0XN	41dc8345-7968-42b2-af20-8501b9d2223d	TCGA-AN-A0XN-01A	a3ac4aa0-5609-4c2e-9a7a-fc76b60964ff	TCGA-AN-A0XN-01A-21	e206a9df-9b04-42dc-b71c-992e41217b86	TCGA-AN-A0XN-01A-21R	1.81	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.5	7.1	UV Spec	released	'--
TCGA-BRCA	029ce650-5e5a-4100-8596-cd94300e7ef5	TCGA-E2-A574	2089eca2-f75c-4a35-ade9-b67cc8892efe	TCGA-E2-A574-10A	8ef49e2b-0131-4724-a5d7-f3f88fe4fe14	TCGA-E2-A574-10A-01	03ef1645-745e-4418-91a4-ab399c98d687	TCGA-E2-A574-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	029ce650-5e5a-4100-8596-cd94300e7ef5	TCGA-E2-A574	2089eca2-f75c-4a35-ade9-b67cc8892efe	TCGA-E2-A574-10A	8ef49e2b-0131-4724-a5d7-f3f88fe4fe14	TCGA-E2-A574-10A-01	861e7e78-1ca1-480f-840f-699a88ed6685	TCGA-E2-A574-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	029ce650-5e5a-4100-8596-cd94300e7ef5	TCGA-E2-A574	cc3a7053-34f6-412f-85b8-de4c8b481d7e	TCGA-E2-A574-01A	ea3414de-0e67-497b-9662-6d4bc5ace483	TCGA-E2-A574-01A-11	94f42bc5-e391-401a-b043-77f9fd945021	TCGA-E2-A574-01A-11R	1.81	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.22	7.4	UV Spec	released	'--
TCGA-BRCA	029ce650-5e5a-4100-8596-cd94300e7ef5	TCGA-E2-A574	cc3a7053-34f6-412f-85b8-de4c8b481d7e	TCGA-E2-A574-01A	ea3414de-0e67-497b-9662-6d4bc5ace483	TCGA-E2-A574-01A-11	b9cf9f09-aa95-47db-8cdc-942580bc384b	TCGA-E2-A574-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	029ce650-5e5a-4100-8596-cd94300e7ef5	TCGA-E2-A574	cc3a7053-34f6-412f-85b8-de4c8b481d7e	TCGA-E2-A574-01A	ea3414de-0e67-497b-9662-6d4bc5ace483	TCGA-E2-A574-01A-11	e60fce4e-b479-407f-bb0a-6abe33a899dd	TCGA-E2-A574-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	db4bc6aa-2e7d-4bcb-8519-a455f624d33b	TCGA-BH-A18Q	93eb97b3-918f-42b8-8d3d-34715d09e491	TCGA-BH-A18Q-11A	ecc8f23c-5bc6-40ea-9b1c-d19da33ee03f	TCGA-BH-A18Q-11A-34	486c1413-4822-472a-a409-ff983659135f	TCGA-BH-A18Q-11A-34R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.8	8.6	UV Spec	released	'--
